label toxic,testo spagnolo,testo tradotto dallo spagnolo,Spiegazione,Violenza,Comportamento fisico ,Tipo di comportamento  fisico ,Comportamento cyber ,Tipo di comportamento cyber,Comunicazione Aggressiva,Tipo di comunicazione aggressiva,Classi su singola colonna +  classificazione chatgpt,Classi su singola colonna,"note: tra parentesi è posta la classificazione di ChatGPT quando discordante da quella umana.             Invece, nel campo ""spiegazione"" tra parentesi è posta la spiegazione fornita da chatGPT sul perché la frase è tossica."
0,me deja total libertad a la hora de poner comentarios en fotos de redes,Mi dà completa libertà di pubblicare commenti su foto senza essere controllata.,,0,0,0,1,C,0,0,,,
0,no me controla en lo que gasto mi dinero,Non controlla come spendo il mio denaro.,,0,0,0,1,C,0,0,,,
1,me dice que lloro por todo,Mi dice che piango per qualsiasi cosa.,"Questa frase è tossica perché è un esempio di violenza di tipo psicologico. Inoltre, la comunicazione è aggressiva perché rivela un attacco all'altra persona al fine di ridicolizzarla. In particolare, ridicolizza le reazioni emotive della vittima.",1,1(0),C(0),0,0,1,B,1 1(0) C(0) 0 0 1 B,1 1 C 0 0 1 B,
1,"me dice que si no tengo nada que ocultar y existe confianza entre nosotros, que le de  todas las contraseñas","Mi dice che se non ho nulla da nascondere e c'è fiducia tra noi, dovrei dargli tutte le password.","Questa frase è tossica perché è un esempio di violenza cyber di tipo cyber stalking, monitoraggio e controllo. Inoltre, la comunicazione è aggressiva perché sottende una minaccia. In particolare, esprime una forma di monitoraggio e controllo ingiustificato verso il partner utilizzando la tecnologia.",1,0,0,1,C,0(1),0(D),1 0 0 1 C 0(1) 0(D),1 0 0 1 C 0 0,
1,ella me echa la culpa de sus fallos ,Mi incolpa dei suoi fallimenti.,"Questa frase è tossica perché è un esempio di violenza di tipo stalking, monitoraggio e controllo. Inoltre, la comunicazione è aggressiva perché rivela un attacco all'altra persona in maniera rabbiosa, rude, forte o irrispettosa circa le sue competenze, il carattere, il background o l'aspetto fisico. In particolare, carica la vittima della responsabilità delle conseguenze delle azioni del partner, al fine di influenzarne lo stato emotivo. ",1,1,C,0,0,1,E,1 1 C 0 0 1 E,1 1 C 0 0 1 E,
1,"si la dejo, se va a quedar sola","Se la lascio, rimarrà sola.","Questa frase è tossica perché è un esempio di violenza di tipo psicologico. Inoltre, la comunicazione è aggressiva perché sottende una minaccia. In particolare, minaccia la vittima di troncare la relazione e conseguentemente la ridicolizza esprimendone l'incapacità di trovare un altro partner. ",1,1,C,0,0,1,D,1 1 C 0 0 1 D,1 1 C 0 0 1 D,
1,siempre esta montando dramas por todo,Crea sempre drammi per ogni cosa.,"Questa frase è tossica perché è un esempio di violenza di tipo stalking, monitoraggio e controllo. Inoltre, la comunicazione è aggressiva perché rivela un attacco all'altra persona in maniera rabbiosa, rude, forte o irrispettosa circa le sue competenze, il carattere, il background o l'aspetto fisico. In particolare, ridicolizza le reazioni emotive della vittima. ",1,1,C,0,0,1,E(C),1 1 C 0 0 1 E(C),1 1 C 0 0 1 E,
1,me dice que quien me va a querer con esta cara,"Mi dice ""chi ti vorrà con questa faccia?"".","Questa frase è tossica perché è un esempio di violenza di tipo psicologico. Inoltre, la comunicazione è aggressiva perché rivela un attacco all'altra persona al fine di ridicolizzarla. In particolare, si tratta di attacchi all'aspetto fisico della vittima. ",1,1,C,0,0,1,E(B),1 1 C 0 0 1 E(B),1 1 C 0 0 1 E,
1,Mi amigo sólo queda con nosotros cuando su novia no está en el pueblo y siempre borra las conversaciones de lo que sea,Il mio amico esce con noi solo quando la sua ragazza non è in città e cancella sempre tutte le chat.,"Questa frase è tossica perché è un esempio di violenza di tipo psicologico. In particolare, esprime il disagio della vittima di non poter vivere a pieno e serenamente la vita sociale a causa di vessazioni da parte del partner che si dimostra ingiustificatamente geloso. ",1,1(0),D(0),1,C,0,0,1 1(0) D(0) 1 C 0 0,1 1 D 1 C 0 0,
1,"si se enfada conmigo, pasa de contestarme una semana","Se si arrabbia con me, non mi risponde per una settimana.","Questa frase è tossica perché è un esempio di violenza di tipo psicologico. Inoltre, la comunicazione è aggressiva perché rivela un attacco all'altra persona in maniera rabbiosa, rude, forte o irrispettosa circa le sue competenze, il carattere, il background o l'aspetto fisico. In particolare, esprime il disagio della vittima che deve affrontare la punizione del silenzio ogni qualvolta emergano divergenze al'interno della relazione.",1,1(0),C(0),0,0,0(1),0(D),1 1(0) C(0) 0 0 0(1) 0(D),1 1 C 0 0 0 0,
1,Me necesita siempre,Ha sempre bisogno di me.,"Questa frase è tossica perché è un esempio di violenza di tipo psicologico. Inoltre, la comunicazione è aggressiva perché rivela un attacco all'altra persona in maniera rabbiosa, rude, forte o irrispettosa circa le sue competenze, il carattere, il background o l'aspetto fisico. In particolare, ridicolizza la vittima descrivendola come incapace di affrontare alcun ostacolo senza la costante presenza del partner. ",1(0),1(0),C(0),0,0,1,B,1(0) 1(0) C(0) 0 0 1 B,1 1 C 0 0 1 B,
1,"Así son las cosas,no puedo hacer nada","È così che vanno le cose, non posso farci niente.","Questa frase è tossica perché è un esempio di violenza di tipo psicologico. In particolare, esprime il disagio provato dalla vittima che si sente sopraffatta ed incapace di reagire alle situazioni avverse, in uno stato emotivo di autocommiserazione.",1(0),1(0),C(0),0,0,0,0,1(0) 1(0) C(0) 0 0 0 0,1 1 C 0 0 0 0,
1,mira lo que me haces hacer,Guarda cosa mi fai fare.,"Questa frase è tossica perché è un esempio di violenza fisica. Inoltre, la comunicazione è aggressiva perché sottende una minaccia. In particolare, il partner tenta di giustificare il partner violento caricando la vittima della responsabilità delle proprie azioni. ",1,1,A,0,0,1,D,1 1 A 0 0 1 D,1 1 A 0 0 1 D,
1,"Si no tengo sexo cuando me lo pide, me hace sentirme mal y dice que no le quiero","Se non facciamo sesso quando vuole lui, mi fa sentire in colpa e dice che non lo amo.","Questa frase è tossica perché è un esempio di violenza sessuale. Inoltre, la comunicazione è aggressiva perché sottende una minaccia. In particolare, esprime il disagio della vittima riguardo richieste di prestazioni sessuali pressanti ed emotivamente denigratorie da parte del partner, che si serve inoltre della colpevolizzazione per ottenere vantaggi personali a discapito della vittima. ",1,1,B,0,0,0(1),0(D),1 1 B 0 0 0(1) 0(D),1 1 B 0 0 0 0,
1,pregunta que quién me manda WhatsApp a esta hora y por que ,Chiede chi mi scrive su WhatsApp a quest'ora e perché.,Questa frase è tossica perché è un esempio di violenza di tipo psicologico. Inoltre esprime una forma di monitoraggio e controllo ingiustificato verso il partner utilizzando la tecnologia per sopraggiungere a conclusioni che mettono la vittima in uno stato di angoscia dovuto alla sensazione di essere costantemente monitorata e sotto controllo.,1,0,0,1,C,0,0,1 0 0 1 C 0 0,1 0 0 1 C 0 0,
0,"Cuando lloro, me consuela","Quando piango, mi consola.",,0,1(0),C(0),0,0,1,B(C),,,
0,Tienes que hablarlo con ella y llegar un acuerdo,Devi parlarne con lei e trovare un accordo.,,0,1(0),D(0),0,0,0(1),0(E),,,
0,Tenemos que tener nuestro espacio y confiar como una pareja ,Dobbiamo avere il nostro spazio e fidarci come coppia.,,0,1(0),D(0),0,0,0(1),0(E),,,
0,Hablemos del por qué me echas la culpa de tus fallos,Parliamo del perché mi dai la colpa dei tuoi fallimenti.,,0,0,0,0,0,0(1),0(E),,,
0,Ella sin mí también es feliz,Lei è felice anche senza di me.,,0,0,0,0,0,1,E,,,
0,Cuando se siente triste le pregunto como esta,"Quando si sente triste, le chiedo come sta.",,0,1(0),C(0),0,0,0(1),0(C),,,
0,"La he liado, así que es normal que me deje","Ho fatto uno sbaglio, quindi è normale che mi lasci.",,0,1(0),D(0),0,0,0(1),0(E),,,
0,Mi amigo queda con nosotros y algunas veces trae a su novia ,Il mio amico si unisce a noi e qualche volta porta la sua ragazza.,,0,1(0),D(0),0,0,0(1),0(E),,,
0,Cuando ella me escribe yo le contesto ,"Quando lei mi scrive, io rispondo.",,0,0,0,1(0),B(0),0(1),0(C),,,
0,Estoy para ella cuando me necesita,Sono disponibile quando lei ha bisogno di me.,,0,0,0,0,0,0(1),0(C),,,
0,"en una discusión, intento escuchar y que me escuchen","In una discussione, cerco di ascoltare e di farmi ascoltare.",,0,0,0,0,0,1,E,,,
0,Cada uno es responsable de lo que hace,Ognuno è responsabile delle proprie azioni.,,0,0,0,0,0,0(1),0(C),,,
0,Solo tenemos sexo cuando nos apetece a los dos,Abbiamo rapporti sessuali solo quando entrambi ne abbiamo voglia.,,0,1(0),B(0),0,0,0(1),0(C),,,
1,Es que no confías en mi?,Non ti fidi di me?,"Questa frase è tossica perché è un esempio di violenza di tipo psicologico. Inoltre, la comunicazione è aggressiva perché rivela un attacco all'altra persona in maniera rabbiosa, rude, forte o irrispettosa circa le sue competenze, il carattere, il background o l'aspetto fisico. In particolare, induce colpevolizzazione nel partner utilizzando una domanda retorica.  ",1,1(0),C(0),0,0,1,E,1 1(0) C(0) 0 0 1 E,1 1 C 0 0 1 E,
1,me mando unos audios amenazándome con pegarme ,Mi ha mandato alcuni messaggi vocali minacciandomi di picchiarmi.,"Questa frase è tossica perché è un esempio di violenza fisica. Inoltre, la comunicazione è aggressiva perché sottende una minaccia. In particolare, esprime il disagio della vittima che viene minacciata di percosse attraverso strumenti tecnologici. ",1,0(1),0(A),1,B,1(0),D(0),1 0(1) 0(A) 1 B 1(0) D(0),1 0 0 1 B 1 D,
1,Llamar muchas veces porque no te responden los mensajes,"Quando non rispondo ai messaggi, mi chiama molte volte.","Questa frase è tossica perché è un esempio di violenza di tipo cyber stalking. In particolare, esprime il disagio della vittima nell'essere costantemente monitorata dal partner attraverso stumenti tecnologici.",1,0,0,1,C,0,0,1 0 0 1 C 0 0,1 0 0 1 C 0 0,
1,Cuando me molesta algo no lo digo,"Quando qualcosa mi infastidisce, non lo dico.","Questa frase è tossica perché è un esempio di violenza di tipo psicologico. In particolare, promuove la mancanza di comunicazione aperta e onesta. Trattenere i sentimenti negativi invece di condividerli crea un muro di separazione e falsità all'interno della relazione. Questo comportamento può portare a una mancanza di fiducia reciproca e alla crescita di risentimenti non risolti, minando la salute e la stabilità della relazione nel lungo termine.",1,1(0),C(0),0,0,0,0,1 1(0) C(0) 0 0 0 0,1 1 C 0 0 0 0,
1,Cuando estés hablando conmigo no hables a nadie más,"Quando stai parlando con me, non devi parlare con nessun altro.","Questa frase è tossica perché è un esempio di violenza di tipo stalking, monitoraggio e controllo. Inoltre, la comunicazione è aggressiva perché sottende una minaccia. In particolare, esprime aggressività psicologica verso il partner utilizzando la tecnologia, inducendo nella vittima un senso di ansia verso qualsivoglia attività che non includa il partner. ",1,1(0),D(0),0,0,1,D,1 1(0) D(0) 0 0 1 D,1 1 D 0 0 1 D,
1,¿Con quien hablas tanto? Que te veo muy ocupada,Con chi stai parlando così tanto? Ti vedo molto occupata.,"Questa frase è tossica perché è un esempio di violenza di tipo stalking, monitoraggio e controllo. Inoltre, la comunicazione è aggressiva perché sottende una minaccia. In particolare, esprime una forma di monitoraggio e controllo ingiustificato verso il partner utilizzando la tecnologia, inducendo nella vittima un senso di ansia verso qualsivoglia attività che non includa il partner. ",1,1,D,1(0),C(0),0(1),0(E),1 1 D 1(0) C(0) 0(1) 0(E),1 1 D 1 C 0 0,
1,Pues si prefieres quedar con tus amigas antes que conmigo dímelo y no quedamos más,"Se preferisci uscire con le tue amiche piuttosto che con me, dimmelo e non usciamo più.","Questa frase è tossica perché è un esempio di violenza psicologica. Inoltre, la comunicazione è aggressiva perché sottende una minaccia. In particolare, esprime una forma di monitoraggio e controllo ingiustificato verso il partner costringendolo a scegliere tra la relazione amorosa col partner e rapporti di amicizia con soggetti esterni. ",1,1,C,0,0,1,D,1 1 C 0 0 1 D,1 1 C 0 0 1 D,
1,No me gusta que salgas su con tus amigas te llevan por muy mal camino,"Non mi piace che esci con le tue amiche, ti stanno portando sulla cattiva strada.","Questa frase è tossica perché è un esempio di violenza di tipo stalking, monitoraggio e controllo. Inoltre, la comunicazione è aggressiva perché rivela un attacco all'altra persona in maniera rabbiosa, rude, forte o irrispettosa circa le sue competenze, il carattere, il background o l'aspetto fisico. In particolare, esprime una forma di colpevolizzazione. ",1,1(0),D(0),0,0,1,E,1 1(0) D(0) 0 0 1 E,1 1 D 0 0 1 E,
1,Solo subes vídeos enseñando cuerpo,Posti solo video per mettere in mostra il tuo corpo.,"Questa frase è tossica perché è un esempio di violenza di tipo stalking, monitoraggio e controllo. Inoltre, la comunicazione è aggressiva perché rivela un attacco all'altra persona al fine di ridicolizzarla. In particolare, esprime una forma di monitoraggio e controllo ingiustificato verso il partner utilizzando la tecnologia, inducendo nella vittima un senso di ansia e colpevolizzandolo per la creazione di contenuti ritenuti non pertinenti.",1,1,D,1,C,1,E(B),1 1 D 1 C 1 E(B),1 1 D 1 C 1 E,
1,Que te dejen de hablar de la noche a la mañana y no sepas ni el porqué,Smette di parlarmi da un giorno all'altro e non so nemmeno il motivo.,"Questa frase è tossica perché è un esempio di violenza psicologica. Inoltre, la comunicazione è aggressiva perché rivela un attacco all'altra persona al fine di ridicolizzarla. In particolare, esprime il disagio provato dalla vittima nell'essere oggetto della punizione del silenzio da parte del partner senza che questo dia motivazione e/o spiegazione alcuna. ",1,1(0),C(0),0,0,0(1),0(B),1 1(0) C(0) 0 0 0(1) 0(B),1 1 C 0 0 0 0,
1,Que solo te hable para pedirte cosas,Mi parla solo quando vuole chiedermi qualcosa.,"Questa frase è tossica perché è un esempio di violenza psicologica. Inoltre, la comunicazione è aggressiva perché rivela un attacco all'altra persona in maniera rabbiosa, rude, forte o irrispettosa circa le sue competenze, il carattere, il background o l'aspetto fisico. In particolare, esprime il disagio provato dalla vittima nell'essere oggetto della punizione del silenzio da parte del partner senza che questo dia motivazione e/o spiegazione alcuna. ",1,1,C,0,0,1,E,1 1 C 0 0 1 E,1 1 C 0 0 1 E,
1,Pues si se comporta así él novio es porque ella algo hará,"Se il suo ragazzo si comporta così, è perché lei farà qualcosa di sbagliato.","Questa frase è tossica perché è un esempio di violenza psicologica. Inoltre, la comunicazione è aggressiva perché rivela un attacco all'altra persona in maniera rabbiosa, rude, forte o irrispettosa circa le sue competenze, il carattere, il background o l'aspetto fisico. In particolare, esprime una preventiva giustificazione a potenziali comportamenti lesivi della libertà di agire ed esprimersi del partner, senza apparente motivo. ",1,1(0),C(0),0,0,1,E,1 1(0) C(0) 0 0 1 E,1 1 C 0 0 1 E,
1,Así vestidas van buscando que le digan cosas,Vanno in giro vestite così per attirare l'attenzione.,"Questa frase è tossica perché è un esempio di violenza psicologica. Inoltre, la comunicazione è aggressiva perché rivela un attacco all'altra persona in maniera rabbiosa, rude, forte o irrispettosa circa le sue competenze, il carattere, il background o l'aspetto fisico. In particolare, esprime giudizi sulla natura di determinati soggetti sulla base delle scelte dell'abbigliamento.",1,1,C,0,0,1,E,1 1 C 0 0 1 E,1 1 C 0 0 1 E,
1,"No te maquilles, eres más guapa al natural","Non truccarti, sei più bella al naturale.","Questa frase è tossica perché è un esempio di violenza di tipo stalking, monitoraggio o controllo. Inoltre, la comunicazione è aggressiva perché rivela un attacco all'altra persona in maniera rabbiosa, rude, forte o irrispettosa circa le sue competenze, il carattere, il background o l'aspetto fisico. In particolare, esprime una forma di monitoraggio e controllo ingiustificato verso il partner mascherando la manipolazione con artifizi come l'adulazione. ",1,1(0),D(0),0,0,1,E(C),1 1(0) D(0) 0 0 1 E(C),1 1 D 0 0 1 E,
1,¿Para que le sigues en Instagram a mis amigos? ¿Que pasa te gustan más que yo? Solo sabes zorrear,Perché segui i miei amici su Instagram? Ti piacciono più di me? Sai solo flirtare.,"Questa frase è tossica perché è un esempio di violenza di tipo stalking, monitoraggio o controllo. Inoltre, la comunicazione è aggressiva perché rivela un attacco all'altra persona in maniera rabbiosa, rude, forte o irrispettosa circa le sue competenze, il carattere, il background o l'aspetto fisico. In particolare, esprime una forma di monitoraggio e controllo ingiustificato verso il partner utilizzando la tecnologia, inducendo nella vittima un senso di ansia, vergogna e colpevolezza prima, durante e dopo attività sociali che non includano il partner. ",1,1,D,1(0),C(0),1,E,1 1 D 1(0) C(0) 1 E,1 1 D 1 C 1 E,
1,Decir que no me pasa nada cuando estoy molesta por algo,Dico che non c'è nulla che non vada quando sono infastidita per qualcosa.,"Questa frase è tossica perché è un esempio di violenza psicologica. In particolare, esprime il disagio provato dalla vittima derivante dalla propria incapacità di esternare le proprie emozioni, probabilmente a seguito di situazioni analoghe che si sono risolte con un danno psicologico subito dalla vittima, che si sente in questo modo inibita ad esprimere le proprie emozioni.",1(0),1(0),C(0),0,0,0,0,1(0) 1(0) C(0) 0 0 0 0,1 1 C 0 0 0 0,
1,¿Quiénes han ido? ¿Han ido niños? Pásame una foto,Chi c'è? Ci sono ragazzi? Mandami una foto.,"Questa frase è tossica perché è un esempio di violenza di tipo stalking, monitoraggio o controllo. Inoltre, la comunicazione è aggressiva perché rivela un attacco all'altra persona in maniera rabbiosa, rude, forte o irrispettosa circa le sue competenze, il carattere, il background o l'aspetto fisico. In particolare, esprime una forma di monitoraggio e controllo ingiustificato verso il partner utilizzando la tecnologia, inducendo nella vittima un senso di ansia verso qualsivoglia attività che non includa il partner. ",1,1,D,1(0),C(0),0(1),0(E),1 1 D 1(0) C(0) 0(1) 0(E),1 1 D 1 C 0 0,
1,¿Te tengo que llamar 50 veces más para que me hagas caso?,Devo chiamarti altre 50 volte prima che tu mi dia retta?,"Questa frase è tossica perché è un esempio di violenza di tipo stalking, monitoraggio o controllo. Inoltre, la comunicazione è aggressiva perché sottende una minaccia. In particolare, esprime una forma di monitoraggio e controllo ingiustificato verso il partner utilizzando la tecnologia, inducendo nella vittima un senso di ansia verso qualsivoglia attività che non includa il partner. ",1,1,D,1(0),C(0),0(1),0(D),1 1 D 1(0) C(0) 0(1) 0(D),1 1 D 1 C 0 0,
1,Soy un gilipollas es normal que no quieras estar conmigo pero yo te quiero y voy a luchar por ti para merecerte y tú me tienes que ayudar,"Sono un idiota, è normale che non vuoi stare con me, ma ti amo e lotterò per meritarti e tu devi aiutarmi.","Questa frase è tossica perché è un esempio di violenza di tipo psicologico. L'intento è quello di influenzare negativamente lo stato emotivo del partner e controllarlo. Inoltre, la comunicazione è aggressiva perché rivela un attacco all'altra persona in maniera rabbiosa, rude, forte o irrispettosa circa le sue competenze, il carattere, il background o l'aspetto fisico. In particolare, manipola le emozioni della persona, inducendola a sentirsi responsabile della felicità del partner. L'autodegrado seguito dalla richiesta di aiuto mette la persona in una posizione di potere e controllo, minando il suo senso di autonomia e facendola sentire in colpa se decidesse di troncare la relazione.",1,1(0),C(0),0,0,0(1),0(E),1 1(0) C(0) 0 0 0(1) 0(E),1 1 C 0 0 0 0,
1,"Lo hago por ti, porque te quiero","Lo faccio per te, perché ti amo.","Questa frase è tossica perché è un esempio di violenza psicologica. Tenta di giustificare il controllo posto in essere nei confronti della vittima, che in questo modo vede minata la libertà personale. ",1,1(0),C(0),0,0,0,0,1 1(0) C(0) 0 0 0 0,1 1 C 0 0 0 0,
1,Si estoy así de celoso es porque te quiero y me importas,Se sono così geloso è perché ti amo e ci tengo a te.,"Questa frase è tossica perché è un esempio di violenza psicologica. Inoltre, la comunicazione è aggressiva perché rivela un attacco all'altra persona in maniera rabbiosa, rude, forte o irrispettosa circa le sue competenze, il carattere, il background o l'aspetto fisico. In particolare, tenta di giustificare il controllo posto in essere nei confronti della vittima, con uno spostamento di responsabilità verso soggetti esterni ignoti, sottendendo in questo modo un'incapacità da parte della vittima di discernere da potenziali comportamenti verso di lei dannosi.  ",1,1(0),C(0),0,0,0(1),0(E),1 1(0) C(0) 0 0 0(1) 0(E),1 1 C 0 0 0 0,
1,"Que exagerada eres, no es para tanto","Quanto sei esagerata, non è così grave.","Questa frase è tossica perché è un esempio di violenza psicologica. Inoltre, la comunicazione è aggressiva perché rivela un attacco all'altra persona al fine di ridicolizzarla. In particolare, ridicolizza e minimizza il disagio psicologico della vittima. ",1,1,C,0,0,1,B,1 1 C 0 0 1 B,1 1 C 0 0 1 B,
1,Venga hazlo por mi,"Dai, fallo per me.","Questa frase è tossica perché è un esempio di violenza di tipo psicologico. Inoltre, la comunicazione è aggressiva perché sottende una minaccia. In particolare, richiede al partner di eseguire le sue istruzioni, minando la capacità di autodeterminazione della vittima. ",1,1(0),D(0),0,0,0(1),0(D),1 1(0) D(0) 0 0 0(1) 0(D),1 1 D 0 0 0 0,
1,Si no lo vas hacer no quiero estar contigo,"Se non vuoi farlo, non voglio stare con te.","Questa frase è tossica perché è un esempio di violenza psicologica. Inoltre, la comunicazione è aggressiva perché sottende una minaccia. In particolare, minaccia il partner di troncare la relazione nel caso in cui questo si opponga ad eseguire le sue istruzioni, minando la capacità di autodeterminazione della vittima. ",1,1(0),C(0),0,0,1,D,1 1(0) C(0) 0 0 1 D,1 1 C 0 0 1 D,
1,Nadie te va a querer como yo,Nessuno ti amerà come ti amo io,"Questa frase è tossica perché è un esempio di violenza psicologica.  Inoltre, la comunicazione è aggressiva perché rivela un attacco all'altra persona in maniera rabbiosa, rude, forte o irrispettosa circa le sue competenze, il carattere, il background o l'aspetto fisico. In particolare, tenta di instillare nei confronti della vittima un senso di rassegnazione riguardo la possibilità di incontrare nella propria vita un partner migliore di quello che sta attaccando la vittima, generando sconforto e alterando la percezione della realtà. ",1,1(0),C(0),0,0,1,E,1 1(0) C(0) 0 0 1 E,1 1 C 0 0 1 E,
1,"Hazte una prueba de ADN, no me creo que el niño sea mío","Fai un test del DNA, non credo che il bambino sia mio.","Questa frase è tossica perché è un esempio di violenza di tipo psicologico. L'intento è quello di influenzare negativamente lo stato emotivo del partner e controllarlo. Inoltre, la comunicazione è aggressiva perché rivela un attacco all'altra persona in maniera rabbiosa, rude, forte o irrispettosa circa le sue competenze, il carattere, il background o l'aspetto fisico. In particolare, mette in discussione la fiducia e la fedeltà del partner senza alcuna prova concreta. Sottolinea una mancanza di fiducia e rispetto all'interno della relazione, creando tensioni e dubbi dannosi. ",1,1(0),C(0),0,0,1,E,1 1(0) C(0) 0 0 1 E,1 1 C 0 0 1 E,
1,"no se para que lo haces, esta mal","Non capisco perché lo fai, è sbagliato.","Questa frase è tossica perché è un esempio di violenza psicologica. Inoltre, la comunicazione è aggressiva perché rivela un attacco all'altra persona in maniera rabbiosa, rude, forte o irrispettosa circa le sue competenze, il carattere, il background o l'aspetto fisico. In particolare, denigra il partner dando per scontato che le sue opinioni o azioni siano fondamentalmente errate, danneggiando quindi l'autostima della vittima.  ",1,1,D,0,0,0(1),0(E),1 1 D 0 0 0(1) 0(E),1 1 D 0 0 0 0,
1,"Confío en ti, pero en los demás no","Mi fido di te, ma non degli altri.","Questa frase è tossica perché è un esempio di violenza psicologica. Inoltre, la comunicazione è aggressiva perché rivela un attacco all'altra persona in maniera rabbiosa, rude, forte o irrispettosa circa le sue competenze, il carattere, il background o l'aspetto fisico. In particolare, tenta di giustificare il controllo posto in essere nei confronti della vittima, con uno spostamento di responsabilità verso soggetti esterni ignoti, sottendendo in questo modo un'incapacità da parte della vittima di discrnere da potenziali comportamenti verso di lei dannosi.  ",1,1,C,0,0,1,E,1 1 C 0 0 1 E,1 1 C 0 0 1 E,
1,Lloras por todo,Piangi per qualsiasi cosa.,"Questa frase è tossica perché è un esempio di violenza psicologica. Inoltre, la comunicazione è aggressiva perché rivela un attacco all'altra persona al fine di ridicolizzarla. In particolare, denigra il partner ridicolizzando le sue esternazioni emotive.",1,1,C,0,0,1,B,1 1 C 0 0 1 B,1 1 C 0 0 1 B,
1,¿No te ibas a dormir? ¿Qué haces en línea?,Non stavi andando a dormire? Cosa fai online?,"Questa frase è tossica perché è un esempio di violenza di tipo stalking, monitoraggio e controllo ingiustificato verso il partner utilizzando la tecnologia per trarre conclusioni che mettono la vittima in uno stato di angoscia dovuto alla sensazione di essere costantemente monitorata e sotto controllo. Inoltre, la comunicazione è aggressiva perché rivela un attacco all'altra persona in maniera rabbiosa, rude, forte o irrispettosa circa le sue competenze, il carattere, il background o l'aspetto fisico.",1,0,0,1(0),C(0),0(1),0(E),1 0 0 1(0) C(0) 0(1) 0(E),1 0 0 1 C 0 0,
1,Enséñame con quien hablas tanto,Fammi vedere con chi parli così tanto.,Questa frase è tossica perché è un esempio di violenza cyber stalking. Esprime una forma di monitoraggio e controllo ingiustificato verso il partner richiedendogli l'accesso completo allo smartphone personale.,1,1,D,1,C,0,0,1 1 D 1 C 0 0,1 1 D 1 C 0 0,
1,¿Le estabas mirando el culo a esa?,Stavi guardando il culo a quella?,"Questa frase è tossica perché è un esempio di violenza di tipo stalking, monitoraggio e controllo ingiustificato verso il partner utilizzando un linguaggio volgare e aggressivo allo scopo di tenere il partner in un perenne stato di angoscia nei confronti di soggetti del sesso opposto. Inoltre, la comunicazione è aggressiva perché rivela un attacco all'altra persona in maniera rabbiosa, rude, forte o irrispettosa circa le sue competenze, il carattere, il background o l'aspetto fisico.",1,1(0),D(0),0,0,0(1),0(E),1 1(0) D(0) 0 0 0(1) 0(E),1 1 D 0 0 0 0,
1,¿Quién te habla tanto a esta hora?,Chi ti sta scrivendo a quest'ora?,Questa frase è tossica perché è un esempio di violenza cyber stalking. Esprime una forma di monitoraggio e controllo ingiustificato verso il partner utilizzando la tecnologia per trarre conclusioni che mettono la vittima in uno stato di angoscia dovuto alla sensazione di essere costantemente monitorata e sotto controllo.,1,1,D,1,C,0,0,1 1 D 1 C 0 0,1 1 D 1 C 0 0,
1,"Si no tienes nada que esconder, dame el móvil","Se non hai nulla da nascondere, dammi il telefono.","Questa frase è tossica perché è un esempio di violenza cyber stalking. Inoltre, la comunicazione è aggressiva perché sottende una minaccia. In particolare, esprime una forma di monitoraggio e controllo ingiustificato verso il partner richiedendogli l'accesso completo allo smartphone personale. ",1,1,D,1,C,1,D,1 1 D 1 C 1 D,1 1 D 1 C 1 D,
0,Confío en ti. ,Mi fido di te.,,0,1(0),D(0),0,0,0(1),0(C),,,
0,"No te preocupes, lo hacemos cuando quieras ","Non preoccuparti, lo facciamo quando vuoi.",,0,1(0),B(0),0,0,0(1),0(C),,,
0,Si mi novio me mandan un audio y no le respondo instantáneamente no se enfada,"Se il mio ragazzo mi manda un messaggio vocale e non rispondo immediatamente, non si arrabbia.",,0,0,0,1(0),C(0),0(1),0(C),,,
0,Lo llamo y si no contesta espero me llame el ,"Lo chiamo, e se non risponde, aspetto che mi richiami lui.",,0,0,0,1(0),C(0),0(1),0(C),,,
0,Cuando me molesta algo lo digo para poder hablar y aclarar todo,"Quando qualcosa mi infastidisce, lo dico per poterne parlare e chiarire tutto.",,0,1(0),C(0),0,0,0(1),0(C),,,
0,Hablar con varias personas a la vez sin ningún problema  ,Parlo con più persone contemporaneamente senza problemi.,,0,0,0,1(0),C(0),0(1),0(C),,,
0,"Si estás hablando con alguien, hablamos cuando pueda ( sin tono molesto) ","Se stai parlando con qualcuno, ci sentiamo quando puoi.",,0,0,0,1(0),C(0),0(1),0(C),,,
0,Queda con tus amigas que hace tiempo no las ves ya quedamos otro dia tu y yo,"Resta con le tue amiche, non le vedi da tempo, poi organizziamo un altro giorno solo per noi due.",,0,1(0),D(0),0,0,0(1),0(C),,,
0,Conoce a mis amigas y sale con ellas ,Conosce le mie amiche ed esce con loro.,,0,1(0),D(0),0,0,0(1),0(C),,,
0,Cuando subo videos de cualquier manera le da me gusta y no me dice nada ,"Quando posto video di qualsiasi tipo, mette like e non mi dice nulla.",,0,0,0,1(0),C(0),0(1),0(C),,,
0,Hablar las cosas cuando nos molesta algo ,Affrontiamo le cose quando qualcosa ci infastidisce.,,0,1(0),C(0),0,0,0(1),0(C),,,
0,Me llama  para ver como estoy ,Mi chiama per sapere come sto.,,0,0,0,1(0),C(0),0(1),0(C),,,
0,No juzga mis comportamientos,Non giudica i miei comportamenti.,,0,1(0),C(0),0,0,0(1),0(C),,,
